property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
1425,"к. Дмитров, ш. Кольцевое, д. 6 к. 4, 582682",Квартира,54.7,3,13,2007,87:38:884972:930,"[{""owner_id"": 203, ""share"": 1.0}]"
1426,"д. Воткинск, ш. Чехова, д. 323 к. 95, 935803",Дом,136.3,2,8,2016,46:73:910653:77,"[{""owner_id"": 261, ""share"": 1.0}]"
1427,"д. Томск, наб. Береговая, д. 6/1, 819735",Дом,31.9,1,23,1968,92:15:487470:285,"[{""owner_id"": 16, ""share"": 1.0}]"
1428,"п. Новороссийка, наб. Советской Армии, д. 8/8, 449649",Коммерческое,165.2,3,10,2018,87:51:423110:876,"[{""owner_id"": 238, ""share"": 1.0}]"
1429,"к. Ростов, ш. Цветочное, д. 760 к. 56, 275537",Коммерческое,145.1,5,20,2023,27:70:453449:94,"[{""owner_id"": 262, ""share"": 0.71}, {""owner_id"": 250, ""share"": 0.18}, {""owner_id"": 198, ""share"": 0.11}]"
1430,"ст. Учалы, бул. Ленина, д. 1/2 к. 11, 072545",Коммерческое,113.1,1,9,1984,44:46:723309:526,"[{""owner_id"": 176, ""share"": 1.0}]"
1431,"г. Видное, ул. Минская, д. 84 к. 379, 251743",Квартира,121.9,3,10,1974,52:76:808942:422,"[{""owner_id"": 166, ""share"": 1.0}]"
1432,"ст. Березники, алл. Попова, д. 539, 988442",Коммерческое,138.6,5,5,1987,34:97:819301:371,"[{""owner_id"": 218, ""share"": 1.0}]"
1433,"п. Королев, ул. Тюленина, д. 7 к. 6, 959578",Дом,124.7,2,4,1987,91:41:315727:613,"[{""owner_id"": 284, ""share"": 0.26}, {""owner_id"": 165, ""share"": 0.74}]"
1434,"с. Калуга, ул. 8-е Марта, д. 3 стр. 2/9, 224023",Дом,87.5,4,16,1984,82:68:663513:350,"[{""owner_id"": 173, ""share"": 0.81}, {""owner_id"": 94, ""share"": 0.19}]"
1435,"ст. Губкинский, пр. Кузнечный, д. 7/5 к. 540, 551128",Дом,42.4,4,18,2000,10:18:298105:832,"[{""owner_id"": 37, ""share"": 1.0}]"
1436,"д. Валаам, ул. Котовского, д. 922, 074595",Коммерческое,95.7,3,2,2004,90:72:724187:111,"[{""owner_id"": 254, ""share"": 0.57}, {""owner_id"": 233, ""share"": 0.16}, {""owner_id"": 282, ""share"": 0.27}]"
1437,"с. Радужный, пр. Абрикосовый, д. 43 к. 5, 373278",Дом,41.5,2,4,1996,16:15:988327:72,"[{""owner_id"": 199, ""share"": 1.0}]"
1438,"ст. Чегем, ул. Чайковского, д. 300, 077214",Коммерческое,68.3,1,24,2004,36:15:792371:581,"[{""owner_id"": 281, ""share"": 1.0}]"
1439,"клх Троицк (Челяб.), пер. Кошевого, д. 4 к. 2/6, 731052",Дом,195.8,3,10,2005,40:39:331145:634,"[{""owner_id"": 58, ""share"": 1.0}]"
1440,"г. Усть-Кулом, алл. Совхозная, д. 1 к. 4/4, 731297",Коммерческое,83.6,2,5,1952,80:84:432102:781,"[{""owner_id"": 137, ""share"": 1.0}]"
1441,"г. Минусинск, наб. Больничная, д. 67 стр. 782, 090722",Квартира,117.5,1,6,1961,83:88:382831:829,"[{""owner_id"": 197, ""share"": 1.0}]"
1442,"г. Енисейск, пер. Медицинский, д. 3, 959602",Квартира,172.2,2,8,2008,88:31:281973:940,"[{""owner_id"": 49, ""share"": 1.0}]"
1443,"г. Мценск, ш. Металлистов, д. 2 стр. 6/8, 323088",Квартира,63.0,3,14,2024,86:59:567838:219,"[{""owner_id"": 55, ""share"": 1.0}]"
1444,"ст. Агинское (Забайк.), наб. Ленинградская, д. 6/1 стр. 24, 007886",Дом,148.2,4,5,1999,88:58:124145:555,"[{""owner_id"": 42, ""share"": 1.0}]"
1445,"д. Стрежевой, наб. Титова, д. 295 к. 6, 497236",Коммерческое,81.6,1,16,2014,88:59:978936:453,"[{""owner_id"": 106, ""share"": 0.45}, {""owner_id"": 252, ""share"": 0.55}]"
1446,"клх Палана, пр. Водопроводный, д. 6/2, 420438",Квартира,146.6,5,23,1998,31:61:317192:224,"[{""owner_id"": 191, ""share"": 1.0}]"
1447,"г. Кропоткин (Краснод.), алл. Веселая, д. 7/5 к. 44, 166740",Дом,64.8,3,8,1998,86:70:125455:703,"[{""owner_id"": 208, ""share"": 1.0}]"
1448,"д. Тихорецк, ш. Терешковой, д. 8 стр. 2, 066726",Коммерческое,82.1,4,1,2012,65:67:544740:92,"[{""owner_id"": 125, ""share"": 0.67}, {""owner_id"": 34, ""share"": 0.1}, {""owner_id"": 232, ""share"": 0.23}]"
1449,"д. Северобайкальск, алл. Химиков, д. 4 стр. 8/1, 249316",Квартира,68.4,3,16,1970,31:38:995113:600,"[{""owner_id"": 179, ""share"": 1.0}]"
1450,"клх Шарья, алл. Отрадная, д. 97 стр. 147, 079365",Квартира,172.3,4,12,1956,39:21:841452:938,"[{""owner_id"": 272, ""share"": 1.0}]"
1451,"к. Партизанск, алл. Космодемьянской, д. 40 стр. 47, 712567",Квартира,65.1,5,9,2007,29:47:248514:880,"[{""owner_id"": 284, ""share"": 1.0}]"
1452,"п. Красная Поляна, ул. Пугачева, д. 9/6, 532425",Квартира,93.7,2,17,1958,39:21:751107:54,"[{""owner_id"": 96, ""share"": 1.0}]"
1453,"г. Алагир, пер. Советский, д. 8 стр. 16, 034136",Дом,118.6,4,6,1980,12:35:731907:730,"[{""owner_id"": 91, ""share"": 1.0}]"
1454,"п. Чехов, наб. Блюхера, д. 8 стр. 1/8, 600746",Дом,167.1,2,18,1965,69:80:897819:378,"[{""owner_id"": 52, ""share"": 1.0}]"
1455,"ст. Колпашево, ш. 9 Января, д. 204, 443687",Квартира,161.6,3,6,1984,75:12:625245:517,"[{""owner_id"": 79, ""share"": 0.85}, {""owner_id"": 274, ""share"": 0.15}]"
1456,"п. Теберда, пр. Николаева, д. 61 стр. 8/5, 545866",Дом,48.1,2,8,1997,83:45:584867:252,"[{""owner_id"": 202, ""share"": 0.23}, {""owner_id"": 70, ""share"": 0.77}]"
1457,"к. Улан-Удэ, пр. Дзержинского, д. 842 стр. 4, 419887",Коммерческое,64.7,5,25,1955,18:58:242505:1,"[{""owner_id"": 57, ""share"": 1.0}]"
1458,"п. Красноярск, пер. Коллективный, д. 422 стр. 99, 159007",Дом,142.0,4,18,2019,61:77:589286:986,"[{""owner_id"": 271, ""share"": 1.0}]"
1459,"ст. Джубга, бул. Лесный, д. 5 стр. 6, 771541",Дом,161.5,5,23,2001,42:77:527481:171,"[{""owner_id"": 267, ""share"": 1.0}]"
1460,"с. Алагир, наб. Марта 8, д. 29 к. 664, 677657",Квартира,164.9,2,3,1997,48:24:733754:926,"[{""owner_id"": 256, ""share"": 1.0}]"
1461,"с. Красногорск (Моск.), пр. Шоссейный, д. 3 к. 385, 455217",Дом,87.3,3,16,1975,12:37:556694:794,"[{""owner_id"": 193, ""share"": 1.0}]"
1462,"к. Хоста, пер. Культуры, д. 99 стр. 3/8, 442206",Дом,175.7,2,21,1988,60:41:249228:17,"[{""owner_id"": 76, ""share"": 1.0}]"
1463,"клх Бавлы, пер. Стахановский, д. 4/9 к. 5/1, 672466",Дом,178.8,4,5,2003,16:41:252607:919,"[{""owner_id"": 225, ""share"": 0.42}, {""owner_id"": 130, ""share"": 0.37}, {""owner_id"": 250, ""share"": 0.21}]"
1464,"п. Жигулевск, наб. Покровская, д. 931, 933011",Дом,87.3,3,15,1999,93:65:181918:613,"[{""owner_id"": 52, ""share"": 1.0}]"
1465,"клх Анива, наб. Ударная, д. 6 к. 6/6, 452961",Коммерческое,105.9,4,3,1995,52:34:425416:945,"[{""owner_id"": 263, ""share"": 1.0}]"
1466,"к. Калуга, пер. Л.Толстого, д. 6 к. 9/4, 179838",Квартира,46.3,5,9,1957,13:75:329317:646,"[{""owner_id"": 6, ""share"": 1.0}]"
1467,"клх Кондопога, наб. М.Горького, д. 7/4 к. 68, 417825",Дом,92.6,5,15,1994,89:51:398767:377,"[{""owner_id"": 13, ""share"": 1.0}]"
1468,"клх Горячий Ключ, пер. Заозерный, д. 3/5 стр. 5/8, 293684",Коммерческое,42.2,4,25,2012,65:75:137912:683,"[{""owner_id"": 265, ""share"": 1.0}]"
1469,"д. Новый Оскол, пр. Л.Толстого, д. 86, 102719",Квартира,187.9,4,11,2006,91:44:250944:146,"[{""owner_id"": 290, ""share"": 0.15}, {""owner_id"": 260, ""share"": 0.85}]"
1470,"ст. Губаха, алл. Смирнова, д. 31, 519045",Дом,91.0,1,2,1988,11:27:303941:429,"[{""owner_id"": 101, ""share"": 0.59}, {""owner_id"": 48, ""share"": 0.41}]"
1471,"ст. Мезень, наб. Марта 8, д. 12 стр. 765, 339350",Квартира,96.8,5,9,1976,10:18:271328:880,"[{""owner_id"": 214, ""share"": 1.0}]"
1472,"п. Гусь-Хрустальный, алл. Энергетиков, д. 28 к. 1, 075598",Квартира,59.4,2,22,2013,24:20:801934:471,"[{""owner_id"": 248, ""share"": 1.0}]"
1473,"клх Кызыл, ул. Малая, д. 9, 350745",Дом,123.9,5,24,1992,90:95:442394:540,"[{""owner_id"": 176, ""share"": 0.78}, {""owner_id"": 191, ""share"": 0.22}]"
1474,"клх Котельнич, пер. Трактовый, д. 1/3, 404310",Коммерческое,70.2,5,25,1981,38:12:554949:495,"[{""owner_id"": 267, ""share"": 1.0}]"
1475,"с. Владикавказ, пер. Локомотивный, д. 45 стр. 87, 765547",Дом,109.8,4,2,1988,42:23:964098:152,"[{""owner_id"": 261, ""share"": 1.0}]"
1476,"с. Губаха, наб. Металлургов, д. 65 к. 9, 471266",Квартира,103.6,2,4,2019,74:56:532689:761,"[{""owner_id"": 113, ""share"": 1.0}]"
1477,"к. Котельнич, алл. Полярная, д. 3 стр. 1/3, 501343",Дом,73.8,2,6,2011,94:18:912610:322,"[{""owner_id"": 291, ""share"": 1.0}]"
1478,"с. Ербогачен, пер. Тургенева, д. 84 к. 4/4, 299037",Дом,196.1,3,12,1965,49:40:610153:901,"[{""owner_id"": 30, ""share"": 0.75}, {""owner_id"": 224, ""share"": 0.11}, {""owner_id"": 208, ""share"": 0.14}]"
1479,"п. Саратов, пер. Харьковский, д. 6 к. 2/5, 116220",Квартира,129.9,2,11,1970,86:51:722273:386,"[{""owner_id"": 203, ""share"": 0.44}, {""owner_id"": 110, ""share"": 0.18}, {""owner_id"": 208, ""share"": 0.38}]"
1480,"д. Верхний Тагил, ул. Томская, д. 4, 436444",Коммерческое,21.5,5,14,2013,21:99:779445:156,"[{""owner_id"": 52, ""share"": 0.17}, {""owner_id"": 43, ""share"": 0.83}]"
1481,"клх Уэлен, пер. Студенческий, д. 3 к. 10, 227683",Дом,142.2,3,22,2023,21:15:273247:915,"[{""owner_id"": 2, ""share"": 0.13}, {""owner_id"": 242, ""share"": 0.3}, {""owner_id"": 91, ""share"": 0.57}]"
1482,"с. Тикси, ш. 9 мая, д. 9/6, 109338",Квартира,199.3,1,2,1950,34:31:509850:844,"[{""owner_id"": 52, ""share"": 1.0}]"
1483,"г. Алексин, пер. Московский, д. 363, 867754",Коммерческое,71.2,1,15,1983,30:92:913773:717,"[{""owner_id"": 56, ""share"": 0.59}, {""owner_id"": 137, ""share"": 0.21}, {""owner_id"": 150, ""share"": 0.2}]"
1484,"д. Псебай, пр. Мелиоративный, д. 8, 344633",Коммерческое,60.3,3,2,2000,53:95:270715:712,"[{""owner_id"": 255, ""share"": 1.0}]"
1485,"ст. Октябрьское (Челяб.), бул. Красных Партизан, д. 2 к. 5, 351757",Дом,191.3,3,10,2001,63:40:932839:868,"[{""owner_id"": 232, ""share"": 1.0}]"
1486,"ст. Борзя, наб. Олимпийская, д. 7/7 стр. 6, 560033",Квартира,63.3,2,23,1969,14:20:161601:602,"[{""owner_id"": 168, ""share"": 1.0}]"
1487,"п. Истра, ш. Геологов, д. 9 стр. 3, 092225",Квартира,46.9,1,10,1992,98:50:707408:245,"[{""owner_id"": 76, ""share"": 0.9}, {""owner_id"": 56, ""share"": 0.1}]"
1488,"к. Новая Игирма, пер. Жукова, д. 37 к. 77, 041426",Коммерческое,140.3,5,24,1988,36:70:788056:35,"[{""owner_id"": 223, ""share"": 0.2}, {""owner_id"": 210, ""share"": 0.8}]"
1489,"г. Кабанск, ш. Дорожников, д. 481 стр. 3/3, 109352",Квартира,82.1,1,2,1982,59:33:951987:510,"[{""owner_id"": 201, ""share"": 1.0}]"
1490,"д. Елабуга, пер. Павлова, д. 714, 840769",Коммерческое,175.3,4,5,1991,64:94:430079:982,"[{""owner_id"": 204, ""share"": 1.0}]"
1491,"д. Белореченск, пр. Сахалинский, д. 8 стр. 8/1, 782446",Дом,94.8,4,11,1968,15:27:351682:526,"[{""owner_id"": 291, ""share"": 0.8}, {""owner_id"": 95, ""share"": 0.1}, {""owner_id"": 4, ""share"": 0.1}]"
1492,"с. Шилка, бул. Минский, д. 1/5 к. 78, 508559",Квартира,149.7,4,2,1951,90:56:845920:352,"[{""owner_id"": 143, ""share"": 1.0}]"
1493,"ст. Яшкуль, алл. Беляева, д. 76 к. 33, 727346",Дом,158.9,5,7,1977,28:52:813404:675,"[{""owner_id"": 191, ""share"": 0.1}, {""owner_id"": 173, ""share"": 0.9}]"
1494,"г. Куртамыш, алл. Тупиковая, д. 54 к. 7/7, 051496",Коммерческое,198.9,5,20,1975,65:15:577052:988,"[{""owner_id"": 259, ""share"": 0.52}, {""owner_id"": 141, ""share"": 0.48}]"
1495,"с. Токма, алл. Р.Люксембург, д. 9/9 к. 3/5, 940395",Дом,28.0,3,1,2002,85:90:930302:65,"[{""owner_id"": 281, ""share"": 0.53}, {""owner_id"": 149, ""share"": 0.47}]"
1496,"д. Муравленко, ш. Дальнее, д. 54 к. 488, 183801",Дом,184.5,5,19,1979,50:85:333727:461,"[{""owner_id"": 214, ""share"": 1.0}]"
1497,"к. Соболево, пер. Профсоюзный, д. 83 к. 4/9, 122016",Квартира,140.3,5,9,2000,43:10:656524:235,"[{""owner_id"": 20, ""share"": 1.0}]"
1498,"д. Ноябрьск, ул. Лесная, д. 23, 231336",Квартира,91.5,4,2,1959,45:78:953986:922,"[{""owner_id"": 231, ""share"": 1.0}]"
1499,"к. Адлер, пер. Тепличный, д. 127 стр. 23, 720129",Квартира,110.3,3,25,1956,73:84:323781:547,"[{""owner_id"": 214, ""share"": 1.0}]"
1500,"ст. Костомукша, бул. Иванова, д. 6/7, 001917",Квартира,173.9,4,18,1992,32:79:787973:206,"[{""owner_id"": 148, ""share"": 1.0}]"
1501,"ст. Катав-Ивановск, наб. Некрасова, д. 44, 151547",Квартира,79.2,2,16,1952,22:26:885813:749,"[{""owner_id"": 220, ""share"": 1.0}]"
1502,"д. Гатчина, пр. Майский, д. 1/3, 282040",Коммерческое,66.3,2,14,1976,30:56:202345:784,"[{""owner_id"": 150, ""share"": 1.0}]"
1503,"клх Тосно, ш. Проезжее, д. 2, 321600",Квартира,177.2,1,8,1958,44:32:218877:784,"[{""owner_id"": 159, ""share"": 0.61}, {""owner_id"": 278, ""share"": 0.11}, {""owner_id"": 281, ""share"": 0.28}]"
1504,"п. Кунгур, ул. Астраханская, д. 35 стр. 7/3, 202131",Коммерческое,157.9,5,15,2015,25:71:800447:630,"[{""owner_id"": 63, ""share"": 1.0}]"
1505,"с. Фатеж, бул. Ленина, д. 48 к. 86, 116781",Дом,162.0,3,6,1999,34:79:362433:743,"[{""owner_id"": 43, ""share"": 1.0}]"
1506,"с. Уварово, бул. Театральный, д. 225 к. 4, 426730",Квартира,49.2,3,6,2016,98:78:303602:491,"[{""owner_id"": 45, ""share"": 1.0}]"
1507,"г. Эльтон, наб. Народная, д. 6/4 стр. 640, 198410",Дом,38.6,5,25,2001,37:31:299380:636,"[{""owner_id"": 180, ""share"": 0.78}, {""owner_id"": 16, ""share"": 0.12}, {""owner_id"": 175, ""share"": 0.1}]"
1508,"с. Мостовской, ул. Большевистская, д. 3 к. 7, 703784",Коммерческое,60.8,4,18,2008,59:51:773738:378,"[{""owner_id"": 35, ""share"": 1.0}]"
1509,"д. Сухиничи, бул. Набережный, д. 80, 440583",Квартира,101.5,1,19,1995,12:95:490633:665,"[{""owner_id"": 22, ""share"": 1.0}]"
1510,"клх Алагир, пр. Ростовский, д. 3/8, 328290",Дом,175.2,1,5,1962,86:76:688683:785,"[{""owner_id"": 4, ""share"": 1.0}]"
1511,"п. Александров Гай, ул. Революционная, д. 41 к. 1, 368019",Дом,109.0,5,24,1993,25:89:950216:34,"[{""owner_id"": 70, ""share"": 1.0}]"
1512,"г. Инта, ул. Юности, д. 2 к. 874, 170648",Дом,72.8,1,2,1988,95:27:829711:265,"[{""owner_id"": 163, ""share"": 0.35}, {""owner_id"": 126, ""share"": 0.65}]"
1513,"д. Салехард, пер. Кольцова, д. 31 стр. 1, 904481",Дом,196.6,5,12,1959,73:49:874508:308,"[{""owner_id"": 79, ""share"": 0.37}, {""owner_id"": 144, ""share"": 0.63}]"
1514,"д. Бирск, ул. Бульварная, д. 7, 677619",Дом,79.0,1,5,2017,87:86:992935:103,"[{""owner_id"": 14, ""share"": 1.0}]"
1515,"к. Хабаровск, бул. Кооперативный, д. 370 к. 576, 177022",Дом,158.2,3,4,1973,83:37:710510:820,"[{""owner_id"": 49, ""share"": 1.0}]"
1516,"к. Нижнеудинск, наб. Микрорайон, д. 87, 532095",Дом,76.1,5,25,2019,20:80:705407:892,"[{""owner_id"": 26, ""share"": 1.0}]"
1517,"д. Фатеж, пр. Заовражный, д. 9 стр. 3/8, 993357",Коммерческое,138.4,1,13,1955,49:63:197483:674,"[{""owner_id"": 153, ""share"": 1.0}]"
1518,"клх Краснотурьинск, ш. Харьковское, д. 7/4, 648442",Квартира,32.4,5,1,1963,71:15:592016:829,"[{""owner_id"": 27, ""share"": 1.0}]"
1519,"д. Усть-Кут, наб. Пирогова, д. 3, 918867",Квартира,67.6,5,18,1981,20:52:276559:190,"[{""owner_id"": 278, ""share"": 1.0}]"
1520,"ст. Ельня, алл. Орджоникидзе, д. 53 к. 162, 663340",Коммерческое,176.0,1,16,1977,26:31:873704:981,"[{""owner_id"": 292, ""share"": 1.0}]"
1521,"клх Далматово, наб. Розы Люксембург, д. 64, 636288",Квартира,142.7,3,19,1974,73:80:349468:61,"[{""owner_id"": 261, ""share"": 0.89}, {""owner_id"": 123, ""share"": 0.11}]"
1522,"п. Каменномостский, пр. Речной, д. 5 к. 6, 143442",Квартира,168.5,3,12,1967,61:85:531534:933,"[{""owner_id"": 199, ""share"": 1.0}]"
1523,"г. Снежинск, наб. Кузнецкая, д. 6 к. 5/3, 884246",Квартира,130.9,1,23,2003,42:92:734656:510,"[{""owner_id"": 138, ""share"": 1.0}]"
1524,"к. Бугуруслан, пер. Заозерный, д. 864, 464299",Дом,126.3,3,23,1966,83:33:954008:657,"[{""owner_id"": 59, ""share"": 1.0}]"
1525,"к. Сарапул, алл. Энергетиков, д. 99 стр. 6/2, 300751",Квартира,148.0,2,8,1955,19:97:513892:137,"[{""owner_id"": 128, ""share"": 1.0}]"
1526,"клх Буденновск, алл. Литейная, д. 3/4 стр. 957, 453108",Квартира,169.4,1,14,1963,53:36:568791:148,"[{""owner_id"": 142, ""share"": 0.1}, {""owner_id"": 58, ""share"": 0.25}, {""owner_id"": 295, ""share"": 0.65}]"
1527,"к. Пинега, алл. Дружба, д. 3/5 к. 20, 606696",Дом,78.5,4,13,2016,97:45:564950:680,"[{""owner_id"": 64, ""share"": 1.0}]"
1528,"с. Шали, пр. Харьковский, д. 5/2 стр. 91, 906506",Квартира,90.1,2,22,1981,72:72:387202:448,"[{""owner_id"": 75, ""share"": 1.0}]"
1529,"с. Великий Устюг, пер. Зеленый, д. 612 к. 223, 004027",Дом,103.4,1,2,2008,77:47:313741:424,"[{""owner_id"": 2, ""share"": 1.0}]"
1530,"ст. Тихорецк, бул. Запрудный, д. 920, 149842",Квартира,71.0,2,14,1951,70:77:168466:601,"[{""owner_id"": 148, ""share"": 1.0}]"
1531,"ст. Славянск-на-Кубани, пр. Максима Горького, д. 9/5 стр. 10, 414424",Коммерческое,60.4,2,23,1985,71:59:382737:165,"[{""owner_id"": 156, ""share"": 1.0}]"
1532,"клх Сортавала, ш. Восьмого Марта, д. 93, 159528",Квартира,23.1,2,21,2012,59:38:678548:522,"[{""owner_id"": 225, ""share"": 1.0}]"
1533,"с. Муравленко, пр. Николаева, д. 97 стр. 49, 557797",Квартира,68.2,3,17,1982,98:22:385015:883,"[{""owner_id"": 75, ""share"": 1.0}]"
1534,"с. Рязань, пр. Труда, д. 405, 815043",Коммерческое,92.7,1,19,1963,40:46:364344:830,"[{""owner_id"": 159, ""share"": 1.0}]"
1535,"к. Рязань, ул. Запрудная, д. 9 стр. 7/7, 963547",Коммерческое,123.4,5,6,2013,77:10:256338:982,"[{""owner_id"": 285, ""share"": 1.0}]"
1536,"с. Муром, ш. Ярославское, д. 901, 262264",Дом,122.2,1,16,1974,33:23:868206:314,"[{""owner_id"": 284, ""share"": 1.0}]"
1537,"д. Апрелевка, ш. Литейное, д. 5, 859356",Дом,125.5,4,22,2022,82:55:200757:390,"[{""owner_id"": 218, ""share"": 0.66}, {""owner_id"": 129, ""share"": 0.34}]"
1538,"к. Ербогачен, бул. Владимирский, д. 8/6 к. 676, 737485",Квартира,78.4,3,12,2010,40:78:449625:505,"[{""owner_id"": 101, ""share"": 1.0}]"
1539,"г. Зеленоград, наб. Ленина, д. 8/1, 752279",Квартира,144.2,1,19,1967,39:62:146008:210,"[{""owner_id"": 288, ""share"": 1.0}]"
1540,"д. Ростов-на-Дону, алл. Санаторная, д. 8/5 к. 420, 407008",Коммерческое,33.1,5,15,1967,38:37:329082:380,"[{""owner_id"": 274, ""share"": 1.0}]"
1541,"к. Холмогоры, ул. Раздольная, д. 3 стр. 6/8, 385139",Квартира,185.3,4,4,1985,92:85:571688:915,"[{""owner_id"": 132, ""share"": 1.0}]"
1542,"клх Котлас, алл. Балтийская, д. 2/5 к. 36, 408520",Квартира,130.1,1,9,2018,90:40:146316:488,"[{""owner_id"": 175, ""share"": 1.0}]"
1543,"п. Кулу, ул. Верхняя, д. 9/8 к. 37, 659338",Квартира,138.3,1,16,1977,62:52:204955:91,"[{""owner_id"": 278, ""share"": 1.0}]"
1544,"г. Элиста, пр. Кольцевой, д. 1/4, 308544",Коммерческое,70.0,4,23,1994,55:67:683309:713,"[{""owner_id"": 118, ""share"": 1.0}]"
1545,"п. Пятигорск, ш. Парижской Коммуны, д. 420 стр. 937, 210936",Коммерческое,122.9,3,7,1972,30:39:873298:47,"[{""owner_id"": 50, ""share"": 1.0}]"
1546,"с. Серов, пр. Ставропольский, д. 6/8 к. 5/6, 459034",Дом,103.0,4,8,1967,14:25:860997:935,"[{""owner_id"": 101, ""share"": 0.26}, {""owner_id"": 108, ""share"": 0.74}]"
1547,"ст. Красновишерск, наб. Заозерная, д. 702, 955330",Дом,47.7,1,6,2010,58:10:279699:384,"[{""owner_id"": 188, ""share"": 0.77}, {""owner_id"": 154, ""share"": 0.23}]"
1548,"клх Красная Поляна, бул. Нижний, д. 25, 855070",Коммерческое,171.7,4,4,1960,30:37:176769:158,"[{""owner_id"": 90, ""share"": 1.0}]"
1549,"к. Анадырь, алл. Челюскинцев, д. 567 к. 551, 876216",Квартира,145.9,2,9,2016,81:96:656653:973,"[{""owner_id"": 223, ""share"": 1.0}]"
1550,"клх Краснотурьинск, алл. Просвещения, д. 4/1 стр. 59, 695725",Коммерческое,138.9,2,15,2004,32:88:977333:814,"[{""owner_id"": 300, ""share"": 0.23}, {""owner_id"": 169, ""share"": 0.67}, {""owner_id"": 232, ""share"": 0.1}]"
1551,"п. Киржач, ш. Ватутина, д. 87 стр. 925, 848891",Дом,129.1,1,7,2001,47:58:910085:549,"[{""owner_id"": 162, ""share"": 1.0}]"
1552,"г. Оренбург, бул. Орджоникидзе, д. 694 стр. 5/5, 452390",Коммерческое,40.8,2,2,1979,99:78:998813:116,"[{""owner_id"": 47, ""share"": 1.0}]"
1553,"г. Обнинск, наб. Прудовая, д. 8/9, 547018",Коммерческое,124.5,2,2,2016,33:78:343060:819,"[{""owner_id"": 203, ""share"": 1.0}]"
1554,"д. Нефтекамск, ул. Мичурина, д. 8/1, 672502",Коммерческое,174.5,5,3,1980,78:80:187627:348,"[{""owner_id"": 26, ""share"": 1.0}]"
1555,"ст. Минеральные Воды, ул. Кочубея, д. 1/8 стр. 74, 316134",Дом,67.0,5,5,1972,15:64:614335:871,"[{""owner_id"": 48, ""share"": 1.0}]"
1556,"д. Южно-Курильск, ш. Базарное, д. 5/6, 527542",Квартира,113.2,5,15,1959,64:91:673284:83,"[{""owner_id"": 72, ""share"": 0.66}, {""owner_id"": 113, ""share"": 0.34}]"
1557,"ст. Учалы, пр. Р.Люксембург, д. 2 к. 1, 688155",Дом,198.7,3,1,1954,11:13:912965:681,"[{""owner_id"": 165, ""share"": 0.23}, {""owner_id"": 236, ""share"": 0.77}]"
1558,"клх Мураши, ш. Карбышева, д. 2/7 к. 9/5, 936364",Квартира,78.0,5,3,1960,98:34:604134:976,"[{""owner_id"": 16, ""share"": 1.0}]"
1559,"к. Хатанга, наб. Виноградная, д. 2/2 к. 63, 322451",Квартира,161.7,5,1,1969,55:50:497457:689,"[{""owner_id"": 225, ""share"": 0.62}, {""owner_id"": 276, ""share"": 0.38}]"
1560,"с. Шереметьево, ул. Раздольная, д. 826 к. 9, 978487",Коммерческое,72.2,3,9,1970,20:79:952246:152,"[{""owner_id"": 259, ""share"": 1.0}]"
1561,"г. Холмск, алл. Майская, д. 3 к. 1/5, 692259",Коммерческое,105.8,4,17,1959,29:32:964400:782,"[{""owner_id"": 296, ""share"": 1.0}]"
1562,"к. Далматово, ул. Киевская, д. 57, 901763",Дом,88.3,1,17,2005,69:13:146290:614,"[{""owner_id"": 22, ""share"": 1.0}]"
1563,"д. Тверь, алл. Ульянова, д. 685 к. 16, 223063",Квартира,88.0,3,3,1996,76:45:655782:154,"[{""owner_id"": 134, ""share"": 1.0}]"
1564,"с. Каргасок, бул. К.Маркса, д. 8/6 стр. 5/3, 104003",Квартира,62.4,2,9,2015,39:51:487518:678,"[{""owner_id"": 289, ""share"": 1.0}]"
1565,"п. Анапа, ш. Полярное, д. 9, 746352",Квартира,161.3,4,24,1955,80:15:755377:482,"[{""owner_id"": 159, ""share"": 1.0}]"
1566,"ст. Псебай, ул. Короткая, д. 138, 958621",Квартира,93.8,5,18,2008,89:55:924729:18,"[{""owner_id"": 107, ""share"": 1.0}]"
1567,"клх Богучар, ул. Мирная, д. 28 стр. 8/1, 666636",Квартира,68.2,1,4,2000,42:77:230300:912,"[{""owner_id"": 270, ""share"": 0.2}, {""owner_id"": 95, ""share"": 0.8}]"
1568,"п. Терскол, бул. Лазурный, д. 66, 503379",Коммерческое,20.9,3,21,1972,80:70:622659:902,"[{""owner_id"": 271, ""share"": 1.0}]"
1569,"клх Шаховская, ул. Хвойная, д. 6/4 к. 4, 324527",Коммерческое,31.5,3,8,1969,96:18:248374:714,"[{""owner_id"": 265, ""share"": 0.67}, {""owner_id"": 100, ""share"": 0.12}, {""owner_id"": 194, ""share"": 0.21}]"
1570,"с. Внуково (метеост.), бул. Володарского, д. 630 стр. 9/8, 712652",Коммерческое,50.8,5,21,1989,62:48:266296:22,"[{""owner_id"": 152, ""share"": 1.0}]"
1571,"ст. Урай, ул. Громова, д. 3 стр. 98, 015149",Коммерческое,43.5,5,14,1977,23:49:916101:258,"[{""owner_id"": 215, ""share"": 1.0}]"
1572,"с. Псебай, пер. Родниковый, д. 26 к. 6/8, 528226",Дом,72.5,4,6,1995,57:47:144374:192,"[{""owner_id"": 21, ""share"": 1.0}]"
